cell	value
A1	program
B1	relationship_reconstruction_error
C1	num_trees_rrl
D1	depth
E1	num_clusters
F1	num_mutations
G1	num_samples
H1	run
I1	perplexity
J1	num_trees_perplex
K1	truth_perplexity
L1	log_perplexity_ratio
A2	Pairtree
F112	30
G112	100
H112	4
I112	3.380951783386952
J112	1
K112	3.380951783386952
L112	0
A113	Pairtree
B113	0.0531073446327683
C113	1
D113	50
E113	3
F113	60
G113	100
H113	1
I113	3.237439728600592
J113	1
K113	3.099330103526308
L113	0.1381096250742843
A114	Pairtree
B114	0
C114	1
D114	50
E114	3
F114	60
G114	100
H114	3
I114	2.10924693194281
J114	1
K114	2.10924693194281
L114	0
A115	Pairtree
B115	0.0758305462653288
C115	1
D115	1000
E115	3
F115	300
G115	10
H115	4
I115	4.367350074740459
J115	1
K115	4.410174911516351
L115	-0.0428248367758916
A116	Pairtree
B116	0
C116	1
D116	1000
E116	3
F116	30
G116	10
H116	2
I116	4.672206556255782
J116	1
K116	4.672206556255782
L116	0
A117	Pairtree
B117	0
C117	1
D117	1000
E117	3
F117	30
G117	10
H117	3
I117	5.205315992515736
J117	1
K117	5.205315992515736
L117	0
A118	Pairtree
B118	0
C118	1
D118	1000
E118	3
F118	60
G118	10
H118	1
I118	5.835649970164844
J118	1
K118	5.835649970164844
L118	0
A119	Pairtree
B119	0
C119	1
D119	1000
E119	3
F119	60
G119	10
H119	2
I119	3.74219561779244
J119	1
K119	3.74219561779244
L119	-4.440892098500626e-16
A120	Pairtree
B120	0
C120	1
D120	1000
E120	3
F120	60
G120	10
H120	4
I120	5.205733707679157
J120	1
K120	5.205733707679157
L120	0
A121	Pairtree
B121	0
C121	1
D121	200
E121	3
F121	300
G121	10
H121	2
I121	3.912052787586843
J121	1
K121	3.912052787586843
L121	0
A122	Pairtree
B122	0
C122	1
D122	200
E122	3
F122	300
G122	10
H122	4
I122	3.606631650913374
J122	1
K122	3.606631650913373
L122	4.440892098500626e-16
A123	Pairtree
B123	0
C123	1
D123	200
E123	3
F123	30
G123	10
H123	2
I123	2.42242558428033
J123	1
K123	2.42242558428033
L123	0
A124	Pairtree
B124	0
C124	1
D124	200
E124	3
F124	60
G124	10
H124	1
I124	3.49984037285093
J124	1
K124	3.49984037285093
L124	0
A125	Pairtree
B125	0
C125	1
D125	200
E125	3
F125	60
G125	10
H125	2
I125	3.644025725360565
J125	1
K125	3.644025725360565
L125	0
A126	Pairtree
B126	0.0344632768361581
C126	1
D126	200
E126	3
F126	60
G126	10
H126	4
I126	4.035924734430245
J126	1
K126	3.93319425160984
L126	0.1027304828204052
A127	Pairtree
B127	0
C127	1
D127	50
E127	3
F127	300
G127	10
H127	1
I127	2.264552748307136
J127	1
K127	2.264552748307136
L127	0
A128	Pairtree
B128	0.2474697873477877
C128	2
D128	50
E128	3
F128	30
G128	10
H128	2
I128	3.303196029520925
J128	2
K128	3.241434834341528
L128	0.0617611951793977
A129	Pairtree
B129	0
C129	1
D129	50
E129	3
F129	30
G129	10
H129	4
I129	2.676310823480922
J129	1
K129	2.676310823480922
L129	0
A130	Pairtree
B130	0.0327683615819209
C130	1
D130	50
E130	3
F130	60
G130	10
H130	4
I130	2.729267645423556
J130	1
K130	2.730732333026763
L130	-0.0014646876032067
A131	Pairtree
B131	0.2320159926245241
C131	2
D131	1000
E131	3
F131	300
G131	1
H131	2
I131	1.936995734306255
J131	2
K131	2.120050720875786
L131	-0.1830549865695314
A132	Pairtree
B132	0.1602719124775921
C132	2
D132	1000
E132	3
F132	300
G132	1
H132	4
I132	3.990539955016758
J132	2
K132	4.010064914867119
L132	-0.019524959850361
A133	Pairtree
B133	0.7057471264367816
C133	1
D133	1000
E133	3
F133	30
G133	1
H133	2
I133	6.365068883914186
J133	1
K133	6.745140785820784
L133	-0.3800719019065974
A134	Pairtree
B134	4.336165994887781e-06
C134	3
D134	1000
E134	3
F134	30
G134	1
H134	3
I134	5.767620522866265
J134	3
K134	5.767620522866265
L134	0
A135	Pairtree
B135	0.2446103351236529
C135	2
D135	1000
E135	3
F135	30
G135	1
H135	4
I135	5.55664193773271
J135	2
K135	5.89119038198845
L135	-0.3345484442557396
A136	Pairtree
B136	0.5892084726867336
C136	1
D136	200
E136	3
F136	300
G136	1
H136	3
I136	3.775240738911181
J136	1
K136	3.818854928659862
L136	-0.0436141897486819
A137	Pairtree
B137	0.1954022988505747
C137	1
D137	200
E137	3
F137	30
G137	1
H137	1
I137	5.294040644848587
J137	1
K137	5.444244173188753
L137	-0.1502035283401657
A138	Pairtree
B138	0.2899211566191083
C138	2
D138	200
E138	3
F138	30
G138	1
H138	2
I138	4.180857137594678
J138	2
K138	4.320636907466336
L138	-0.1397797698716578
A139	Pairtree
B139	0.0234044952350927
C139	2
D139	50
E139	3
F139	300
G139	1
H139	2
I139	0.975678746980192
J139	2
K139	0.9893819981968994
L139	-0.0137032512167074
A140	Pairtree
B140	4.278519072254002e-06
C140	3
D140	50
E140	3
F140	300
G140	1
H140	4
I140	1.928882037015356
J140	3
K140	1.928882037015356
L140	-2.220446049250313e-16
A141	Pairtree
B141	0.6735632183908046
C141	1
D141	50
E141	3
F141	30
G141	1
H141	4
I141	3.993745871092482
J141	1
K141	4.694497226763932
L141	-0.70075135567145
A142	Pairtree
B142	0
C142	1
D142	1000
E142	3
F142	300
G142	30
H142	4
I142	4.198712228132339
J142	1
K142	4.19871222813234
L142	-8.881784197001252e-16
A143	Pairtree
B143	0
C143	1
D143	1000
E143	3
F143	30
G143	30
H143	4
I143	5.274442635330088
J143	1
K143	5.274442635330088
L143	0
A144	Pairtree
B144	0
C144	1
D144	1000
E144	3
F144	60
G144	30
H144	2
I144	4.791530817541074
J144	1
K144	4.791530817541074
L144	0
A145	Pairtree
B145	0
C145	1
D145	200
E145	3
F145	30
G145	30
H145	3
I145	3.605054801749087
J145	1
K145	3.605054801749087
L145	-4.440892098500626e-16
A146	Pairtree
B146	0
C146	1
D146	200
E146	3
F146	30
G146	30
H146	4
I146	3.804932062824202
J146	1
K146	3.804932062824202
L146	-4.440892098500626e-16
A147	Pairtree
B147	0
C147	1
D147	200
E147	3
F147	60
